base_material,target_phase,density_g_cm3,specific_heat_j_kg_k,required_temp_c
ba2tlzn,cubic,6.14,400.9,307.5
ba2tm(cuo2)4,liquid,6.85,359.8,1479.7
ba2tm(cuo2)4,orthorhombic,6.85,359.8,649.0
ba2tmmoo6,liquid,7.0,352.0,1930.9
ba2tmmoo6,cubic,7.0,352.0,815.0
ba2tmnbo6,liquid,6.85,359.9,2121.6
ba2tmnbo6,cubic,6.85,359.9,1094.8
ba2tmpao6,liquid,7.49,329.3,2249.1
ba2tmpao6,cubic,7.49,329.3,1091.1
ba2tmreo6,liquid,8.1,304.9,1932.3
ba2tmreo6,cubic,8.1,304.9,979.0
ba2tmruo6,liquid,7.21,342.0,1844.5
ba2tmruo6,cubic,7.21,342.0,783.8
ba2tmtao6,liquid,7.88,313.3,2175.7
ba2tmtao6,cubic,7.88,313.3,1027.9
ba2u(aso5)2,liquid,5.14,477.2,1815.2
ba2u(aso5)2,monoclinic,5.14,477.2,767.0
ba2u(cu2se3)2,liquid,6.69,368.0,1100.6
ba2u(cu2se3)2,monoclinic,6.69,368.0,574.5
ba2u(po5)2,liquid,5.01,489.6,2051.3
ba2u(po5)2,triclinic,5.01,489.6,1102.9
ba2u2o7,liquid,7.48,329.8,2206.7
ba2u2o7,orthorhombic,7.48,329.8,1098.4
ba2ucdo6,liquid,7.14,345.5,1947.9
ba2ucdo6,cubic,7.14,345.5,785.3
ba2ucro6,liquid,7.35,335.4,2027.1
ba2ucro6,cubic,7.35,335.4,1084.1
ba2ucu2s5,liquid,5.64,435.8,1279.1
ba2ucu2s5,monoclinic,5.64,435.8,513.6
ba2ucu2se5,liquid,6.51,378.2,1227.8
ba2ucu2se5,monoclinic,6.51,378.2,667.8
ba2ufeo6,liquid,7.31,337.3,1949.4
ba2ufeo6,cubic,7.31,337.3,1107.2
ba2umno6,liquid,6.99,352.6,2017.2
ba2umno6,cubic,6.99,352.6,867.3
ba2unio6,liquid,7.38,334.2,1938.0
ba2unio6,cubic,7.38,334.2,861.0
ba2us6,liquid,4.9,499.6,1351.5
ba2us6,tetragonal,4.9,499.6,760.0
ba2utio6,liquid,7.2,342.3,2128.8
ba2utio6,cubic,7.2,342.3,1019.0
ba2uzno6,liquid,7.29,338.3,1979.5
ba2uzno6,cubic,7.29,338.3,1100.4
ba2v(sio4)2,liquid,4.44,550.4,1994.7
ba2v(sio4)2,tetragonal,4.44,550.4,890.0
ba2v2cuf12,liquid,4.54,539.0,2046.9
ba2v2cuf12,triclinic,4.54,539.0,1117.0
ba2v2feho9,liquid,4.44,550.2,1704.4
ba2v2feho9,monoclinic,4.44,550.2,929.1
ba2v2o7,liquid,4.45,549.5,1865.1
ba2v2o7,triclinic,4.45,549.5,758.9
ba2v3bio11,liquid,4.87,503.0,1744.1
ba2v3bio11,monoclinic,4.87,503.0,683.3
ba2v3ho9,liquid,4.61,531.2,1772.8
ba2v3ho9,monoclinic,4.61,531.2,754.1
ba2v3p6ho22,liquid,3.54,686.8,1823.1
ba2v3p6ho22,triclinic,3.54,686.8,1008.9
ba2v4cd3o15,liquid,4.73,517.7,1631.8
ba2v4cd3o15,orthorhombic,4.73,517.7,782.7
ba2vcu2f12,liquid,4.7,520.7,1916.2
ba2vcu2f12,triclinic,4.7,520.7,908.4
ba2vn3,liquid,5.42,452.7,1097.6
ba2vn3,orthorhombic,5.42,452.7,569.9
ba2vo4,liquid,5.27,465.9,1868.8
ba2vo4,monoclinic,5.27,465.9,795.2
ba2vp2o9,liquid,3.94,619.4,1935.1
ba2vp2o9,monoclinic,3.94,619.4,843.4
ba2wo5,liquid,7.19,342.7,1841.4
ba2wo5,orthorhombic,7.19,342.7,925.6
ba2y(cuo2)4,liquid,5.94,414.2,1472.6
ba2y(cuo2)4,orthorhombic,5.94,414.2,601.8
ba2yag5s6,liquid,5.44,451.2,1108.4
ba2yag5s6,monoclinic,5.44,451.2,577.6
ba2yb2clo6,liquid,4.31,567.4,2041.3
ba2yb2clo6,monoclinic,4.31,567.4,963.1
ba2ybio6,liquid,6.7,367.9,1814.9
ba2ybio6,cubic,6.7,367.9,711.1
ba2yc2(o2f)3,liquid,4.43,551.9,1987.9
ba2yc2(o2f)3,orthorhombic,4.43,551.9,913.7
ba2ycoo5,liquid,5.57,441.0,1813.9
ba2ycoo5,monoclinic,5.57,441.0,762.7
ba2ycu3pbo7,liquid,6.69,368.2,1509.6
ba2ycu3pbo7,monoclinic,6.69,368.2,700.1
ba2yfeo5,liquid,5.29,463.6,1866.9
ba2yfeo5,monoclinic,5.29,463.6,776.5
ba2yiro6,liquid,7.17,343.8,1792.7
ba2yiro6,cubic,7.17,343.8,936.3
ba2ymoo6,liquid,5.98,411.1,1909.8
ba2ymoo6,cubic,5.98,411.1,755.4
ba2ynbo6,liquid,5.84,420.8,2100.1
ba2ynbo6,cubic,5.84,420.8,928.5
ba2yoso6,liquid,7.11,346.8,1838.2
ba2yoso6,cubic,7.11,346.8,852.8
ba2ypao6,liquid,6.71,366.9,2227.9
ba2ypao6,cubic,6.71,366.9,1306.2
ba2yreo6,liquid,7.04,350.2,1911.9
ba2yreo6,cubic,7.04,350.2,981.1
ba2yruo6,liquid,6.16,399.1,1824.0
ba2yruo6,cubic,6.16,399.1,1032.2
ba2ysbo6,liquid,6.22,395.5,1934.2
ba2ysbo6,cubic,6.22,395.5,966.4
ba2ytao6,liquid,6.84,360.3,2155.3
ba2ytao6,tetragonal,6.84,360.3,1228.5
ba2ytlcu2o7,liquid,6.96,354.3,1545.5
ba2ytlcu2o7,tetragonal,6.96,354.3,771.5
ba2yuo6,liquid,6.75,365.2,2189.3
ba2yuo6,cubic,6.75,365.2,1096.9
ba2ywo6,liquid,6.89,357.4,1957.1
ba2ywo6,cubic,6.89,357.4,1011.4
ba2ybbio6,liquid,8.0,308.5,1766.1
ba2ybbio6,trigonal,8.0,308.5,714.9
ba2ybmoo6,liquid,7.34,336.1,1952.1
ba2ybmoo6,cubic,7.34,336.1,938.0
ba2ybnbo6,liquid,7.08,348.3,2069.1
ba2ybnbo6,cubic,7.08,348.3,825.8
ba2ybpao6,liquid,7.75,318.4,2202.0
ba2ybpao6,cubic,7.75,318.4,1019.0
ba2ybreo6,liquid,8.37,295.1,1870.3
ba2ybreo6,cubic,8.37,295.1,859.5
ba2ybruo6,liquid,7.51,328.6,1801.9
ba2ybruo6,cubic,7.51,328.6,871.1
ba2ybsbo6,liquid,7.54,327.4,1899.1
ba2ybsbo6,cubic,7.54,327.4,997.5
ba2ybtao6,liquid,8.13,303.6,2129.3
ba2ybtao6,cubic,8.13,303.6,1209.8
ba2ybuo6,liquid,7.98,309.6,2178.3
ba2ybuo6,cubic,7.98,309.6,1076.4
ba2zn,liquid,4.3,567.8,615.0
ba2zn,tetragonal,4.3,567.8,281.2
ba2zn(bo3)2,liquid,4.37,558.7,1857.9
ba2zn(bo3)2,orthorhombic,4.37,558.7,1032.2
ba2zn2cr7ga2(sno11)2,liquid,5.56,441.4,1625.6
ba2zn2cr7ga2(sno11)2,trigonal,5.56,441.4,664.6
ba2zn2tep2o11,liquid,4.58,534.6,1737.8
ba2zn2tep2o11,monoclinic,4.58,534.6,971.8
ba2zn7f18,liquid,5.2,471.5,1881.9
ba2zn7f18,triclinic,5.2,471.5,786.0
ba2znas2,liquid,5.24,468.0,975.6
ba2znas2,orthorhombic,5.24,468.0,528.1
ba2znbi2,liquid,6.55,375.9,883.4
ba2znbi2,orthorhombic,6.55,375.9,437.4
ba2zncu3f14,liquid,4.97,492.9,1728.5
ba2zncu3f14,monoclinic,4.97,492.9,904.8
ba2znge2o7,liquid,4.88,501.6,1711.1
ba2znge2o7,tetragonal,4.88,501.6,750.9
ba2znge2s6o,liquid,3.72,655.2,1259.8
ba2znge2s6o,tetragonal,3.72,655.2,711.8
ba2znmoo6,liquid,6.31,389.8,1693.1
ba2znmoo6,cubic,6.31,389.8,885.5
ba2znn2,liquid,5.35,459.1,805.2
ba2znn2,tetragonal,5.35,459.1,358.3
ba2zno3,liquid,6.07,405.5,1690.4
ba2zno3,monoclinic,6.07,405.5,729.5
ba2znoso6,liquid,7.75,318.3,1582.8
ba2znoso6,cubic,7.75,318.3,736.7
ba2zns3,liquid,4.43,551.4,1410.5
ba2zns3,orthorhombic,4.43,551.4,650.1
ba2znsb2,liquid,5.31,462.2,977.8
ba2znsb2,orthorhombic,5.31,462.2,394.7
ba2znsi2o7,liquid,4.55,537.8,1965.8
ba2znsi2o7,monoclinic,4.55,537.8,910.9
ba2znteo6,liquid,6.64,371.1,1615.4
ba2znteo6,cubic,6.64,371.1,932.7
ba2znwo6,liquid,7.3,337.6,1744.6
ba2znwo6,cubic,7.3,337.6,854.3
ba2zr6bcl17,liquid,3.41,711.9,1596.2
ba2zr6bcl17,tetragonal,3.41,711.9,904.4
ba2zrf8,liquid,5.29,463.6,2422.5
ba2zrf8,orthorhombic,5.29,463.6,1066.3
ba2zro4,liquid,5.96,412.5,2093.9
ba2zro4,tetragonal,5.96,412.5,830.0
ba2zrsno6,liquid,6.42,383.3,1962.7
ba2zrsno6,cubic,6.42,383.3,986.2
ba3(alas2)2,liquid,4.75,516.0,977.7
ba3(alas2)2,orthorhombic,4.75,516.0,543.2
ba3(alge)2,liquid,4.49,544.6,765.2
ba3(alge)2,orthorhombic,4.49,544.6,328.1
ba3(aln2)2,liquid,5.35,458.8,1015.1
ba3(aln2)2,orthorhombic,5.35,458.8,459.9
ba3(alp2)2,liquid,3.93,619.7,983.6
ba3(alp2)2,orthorhombic,3.93,619.7,488.2
ba3(alpt)4,liquid,8.05,306.8,938.3
ba3(alpt)4,orthorhombic,8.05,306.8,413.6
ba3(alsi)2,liquid,3.89,626.4,705.4
ba3(alsi)2,orthorhombic,3.89,626.4,300.3
ba3(alsn)2,liquid,4.6,531.6,783.9
ba3(alsn)2,orthorhombic,4.6,531.6,407.0
ba3(aso4)2,liquid,5.5,446.4,1760.6
ba3(aso4)2,trigonal,5.5,446.4,889.3
ba3(bn2)2,liquid,4.59,533.0,1079.8
ba3(bn2)2,orthorhombic,4.59,533.0,421.3
ba3(bo3)2,liquid,4.91,498.7,1967.9
ba3(bo3)2,trigonal,4.91,498.7,1066.0
ba3(cdas2)2,liquid,5.7,431.3,924.4
ba3(cdas2)2,monoclinic,5.7,431.3,510.3
ba3(cdsb2)2,liquid,5.78,424.8,931.1
ba3(cdsb2)2,monoclinic,5.78,424.8,439.9
ba3(gas3)2,liquid,4.06,600.7,1356.6
ba3(gas3)2,monoclinic,4.06,600.7,565.7
ba3(ge4ir)4,liquid,7.88,313.5,722.1
ba3(ge4ir)4,tetragonal,7.88,313.5,394.9
ba3(gen)2,liquid,5.25,467.1,858.6
ba3(gen)2,monoclinic,5.25,467.1,326.6
ba3(h6ir)2,liquid,5.74,428.2,853.7
ba3(h6ir)2,trigonal,5.74,428.2,435.6
ba3(inp2)2,liquid,4.6,531.6,903.6
ba3(inp2)2,monoclinic,4.6,531.6,383.6
ba3(lias)4,liquid,4.55,538.0,965.7
ba3(lias)4,orthorhombic,4.55,538.0,370.8
ba3(libi)4,liquid,6.23,395.1,896.6
ba3(libi)4,orthorhombic,6.23,395.1,495.2
ba3(lisb)4,liquid,4.78,512.5,978.9
ba3(lisb)4,orthorhombic,4.78,512.5,465.4
ba3(lisn2)4,liquid,5.37,456.8,783.6
ba3(lisn2)4,monoclinic,5.37,456.8,343.9
ba3(nasb2)2,liquid,4.73,518.0,950.0
ba3(nasb2)2,monoclinic,4.73,518.0,377.7
ba3(po4)2,liquid,5.17,474.1,2032.5
ba3(po4)2,trigonal,5.17,474.1,874.9
ba3(ps4)2,liquid,3.52,690.2,1255.3
ba3(ps4)2,monoclinic,3.52,690.2,613.4
ba3(rho2)14,liquid,6.85,359.5,1225.5
ba3(rho2)14,triclinic,6.85,359.5,557.8
ba3(sbo3)2,liquid,5.5,446.2,1707.8
ba3(sbo3)2,triclinic,5.5,446.2,754.2
ba3(si2p3)2,liquid,3.7,658.7,845.2
ba3(si2p3)2,monoclinic,3.7,658.7,457.4
ba3(sias2)2,liquid,4.57,535.5,911.0
ba3(sias2)2,monoclinic,4.57,535.5,469.2
ba3(snas2)2,liquid,5.19,472.8,917.3
ba3(snas2)2,monoclinic,5.19,472.8,462.6
ba3(snp2)2,liquid,4.53,539.8,893.8
ba3(snp2)2,monoclinic,4.53,539.8,459.8
ba3(tas4)2,liquid,5.09,481.7,1379.2
ba3(tas4)2,monoclinic,5.09,481.7,766.1
ba3(znas2)2,liquid,5.47,449.1,932.2
ba3(znas2)2,monoclinic,5.47,449.1,504.0
ba32sb7pb25o96,liquid,7.62,323.7,1551.1
ba32sb7pb25o96,orthorhombic,7.62,323.7,815.4
ba3ag2,liquid,4.99,491.4,651.2
ba3ag2,trigonal,4.99,491.4,319.7
ba3al2b10h4o23,liquid,3.02,801.7,1831.0
ba3al2b10h4o23,orthorhombic,3.02,801.7,881.1
ba3al2f12,liquid,4.81,509.2,2382.7
ba3al2f12,orthorhombic,4.81,509.2,1257.1
ba3al3as5,liquid,4.38,557.6,947.1
ba3al3as5,trigonal,4.38,557.6,497.0
ba3al3ga2,liquid,4.62,530.0,704.4
ba3al3ga2,hexagonal,4.62,530.0,370.9
ba3al3p5,liquid,3.53,688.9,965.8
ba3al3p5,trigonal,3.53,688.9,548.2
ba3alas3,liquid,4.73,517.3,1019.1
ba3alas3,orthorhombic,4.73,517.3,546.0
ba3alho4,liquid,5.19,472.8,1792.2
ba3alho4,orthorhombic,5.19,472.8,749.0
ba3alo4,liquid,5.24,467.8,1875.2
ba3alo4,orthorhombic,5.24,467.8,933.9
ba3alp3,liquid,4.07,599.6,1004.8
ba3alp3,orthorhombic,4.07,599.6,553.5
ba3alsb3,liquid,4.82,507.6,998.1
ba3alsb3,orthorhombic,4.82,507.6,534.2
ba3as14,liquid,4.88,501.6,751.3
ba3as14,monoclinic,4.88,501.6,355.1
ba3au2,liquid,6.91,356.5,822.7
ba3au2,trigonal,6.91,356.5,400.8
ba3b(bro)3,liquid,4.57,535.3,1867.1
ba3b(bro)3,triclinic,4.57,535.3,891.9
ba3b3pb2bro9,liquid,5.86,419.7,1781.4
ba3b3pb2bro9,orthorhombic,5.86,419.7,740.1
ba3b3pb2clo9,liquid,5.58,440.4,1794.5
ba3b3pb2clo9,orthorhombic,5.58,440.4,875.1
ba3b6h2o13,liquid,3.97,614.4,1847.1
ba3b6h2o13,monoclinic,3.97,614.4,1033.2
ba3b6o11f2,liquid,4.28,571.0,1993.3
ba3b6o11f2,monoclinic,4.28,571.0,1058.8
ba3baso3,liquid,4.76,514.2,1689.9
ba3baso3,hexagonal,4.76,514.2,661.2
ba3bpo3,liquid,4.52,541.6,1672.9
ba3bpo3,hexagonal,4.52,541.6,860.7
ba3bi(clo)3,liquid,4.87,503.4,1775.0
ba3bi(clo)3,orthorhombic,4.87,503.4,969.2
ba3bi2(po4)4,liquid,5.22,470.2,1850.9
ba3bi2(po4)4,monoclinic,5.22,470.2,876.8
ba3bi2ruo9,liquid,7.34,336.2,1548.8
ba3bi2ruo9,triclinic,7.34,336.2,742.8
ba3bi2teo9,liquid,7.15,344.8,1600.6
ba3bi2teo9,trigonal,7.15,344.8,861.6
ba3bi6pbse13,liquid,6.67,369.4,1057.4
ba3bi6pbse13,monoclinic,6.67,369.4,417.1
ba3biirruo9,liquid,7.5,328.8,1520.5
ba3biirruo9,monoclinic,7.5,328.8,617.8
ba3bin,liquid,6.01,408.9,932.0
ba3bin,hexagonal,6.01,408.9,396.4
ba3ca2(sin3)2,liquid,4.57,535.2,1074.6
ba3ca2(sin3)2,monoclinic,4.57,535.2,512.3
ba3ca3(mon4)2,liquid,4.64,527.4,1049.7
ba3ca3(mon4)2,orthorhombic,4.64,527.4,439.4
ba3cabi2o9,liquid,6.76,364.2,1638.4
ba3cabi2o9,orthorhombic,6.76,364.2,672.0
ba3cair2o9,liquid,7.33,336.6,1620.9
ba3cair2o9,monoclinic,7.33,336.6,823.0
ba3canb2o9,liquid,5.65,434.8,2036.4
ba3canb2o9,trigonal,5.65,434.8,1035.7
ba3caru2o9,liquid,5.75,427.4,1664.9
ba3caru2o9,hexagonal,5.75,427.4,913.0
ba3casb2o9,liquid,5.76,426.8,1793.0
ba3casb2o9,monoclinic,5.76,426.8,782.1
ba3cata2o9,liquid,6.99,352.8,2103.9
ba3cata2o9,trigonal,6.99,352.8,840.0
ba3cdir2o9,liquid,7.68,321.5,1480.2
ba3cdir2o9,monoclinic,7.68,321.5,629.1
ba3ceru2o9,liquid,6.53,377.2,1751.2
ba3ceru2o9,hexagonal,6.53,377.2,823.9
ba3co(cn)3,liquid,4.34,562.8,862.2
ba3co(cn)3,hexagonal,4.34,562.8,418.3
ba3co3te(po7)2,liquid,4.83,506.6,1674.6
ba3co3te(po7)2,trigonal,4.83,506.6,891.0
ba3coir2o9,liquid,7.74,319.1,1475.3
ba3coir2o9,hexagonal,7.74,319.1,735.9
ba3cosb2o9,liquid,6.34,388.0,1646.3
ba3cosb2o9,hexagonal,6.34,388.0,703.2
ba3cr2moo9,liquid,6.06,406.1,1760.8
ba3cr2moo9,hexagonal,6.06,406.1,693.2
ba3cr2o8,liquid,5.0,489.9,1733.3
ba3cr2o8,triclinic,5.0,489.9,749.5
ba3cr2o8,liquid,5.18,473.5,1758.6
ba3cr2o8,monoclinic,5.18,473.5,765.1
ba3cr2wo9,liquid,6.71,367.2,1795.7
ba3cr2wo9,hexagonal,6.71,367.2,881.0
ba3crn3,liquid,5.08,482.9,958.8
ba3crn3,hexagonal,5.08,482.9,415.1
ba3cu17agp6,liquid,6.71,366.9,689.6
ba3cu17agp6,monoclinic,6.71,366.9,333.6
ba3curu2o9,liquid,6.58,374.2,1502.9
ba3curu2o9,orthorhombic,6.58,374.2,581.5
ba3dy(bo3)3,liquid,5.31,462.2,2035.3
ba3dy(bo3)3,hexagonal,5.31,462.2,1189.6
ba3dy2(ps4)4,liquid,3.53,689.2,1221.3
ba3dy2(ps4)4,orthorhombic,3.53,689.2,671.9
ba3dy2moo9,liquid,6.72,366.6,1979.8
ba3dy2moo9,orthorhombic,6.72,366.6,992.8
ba3dy2wo9,liquid,7.3,337.6,2019.0
ba3dy2wo9,orthorhombic,7.3,337.6,956.6
ba3dyirruo9,liquid,7.44,331.5,1714.6
ba3dyirruo9,hexagonal,7.44,331.5,977.0
ba3dyru2o9,liquid,6.81,361.7,1734.8
ba3dyru2o9,hexagonal,6.81,361.7,897.6
ba3er(bo3)3,liquid,5.37,456.7,2039.0
ba3er(bo3)3,hexagonal,5.37,456.7,977.7
ba3er2(ps4)4,liquid,3.58,679.9,1218.9
ba3er2(ps4)4,orthorhombic,3.58,679.9,513.2
ba3er2moo9,liquid,6.94,355.1,2001.6
ba3er2moo9,monoclinic,6.94,355.1,803.3
ba3erirruo9,liquid,7.54,327.1,1720.4
ba3erirruo9,hexagonal,7.54,327.1,733.3
ba3ermn2o9,liquid,6.35,387.9,1790.0
ba3ermn2o9,hexagonal,6.35,387.9,1023.4
ba3erru2o9,liquid,6.92,356.4,1740.4
ba3erru2o9,hexagonal,6.92,356.4,911.1
ba3euru2o9,liquid,6.57,375.1,1668.2
ba3euru2o9,hexagonal,6.57,375.1,814.2
ba3fe2br2o5,liquid,4.74,516.7,1649.9
ba3fe2br2o5,cubic,4.74,516.7,787.9
ba3fe2cl2o5,liquid,4.3,567.9,1689.4
ba3fe2cl2o5,cubic,4.3,567.9,826.8
ba3fe2teo9,liquid,6.13,401.0,1605.4
ba3fe2teo9,hexagonal,6.13,401.0,919.6
ba3fe2wo9,liquid,6.61,372.5,1685.2
ba3fe2wo9,hexagonal,6.61,372.5,911.4
ba3fe4p8pbo28,liquid,4.12,593.1,1771.1
ba3fe4p8pbo28,triclinic,4.12,593.1,946.5
ba3fen3,liquid,5.28,464.6,870.2
ba3fen3,hexagonal,5.28,464.6,447.9
ba3feru2o9,liquid,6.53,376.8,1559.2
ba3feru2o9,hexagonal,6.53,376.8,763.1
ba3ga2b10h4o23,liquid,3.27,742.2,1768.5
ba3ga2b10h4o23,orthorhombic,3.27,742.2,823.9
ba3ga3p5,liquid,4.24,575.5,896.2
ba3ga3p5,trigonal,4.24,575.5,496.1
ba3ga4o9,liquid,5.11,480.1,1758.1
ba3ga4o9,triclinic,5.11,480.1,867.9
ba3gaas3,liquid,4.96,493.7,1000.2
ba3gaas3,orthorhombic,4.96,493.7,452.0
ba3gan3,liquid,5.31,461.9,840.1
ba3gan3,hexagonal,5.31,461.9,414.8
ba3gap3,liquid,4.4,556.1,976.1
ba3gap3,orthorhombic,4.4,556.1,463.1
ba3gas4br,liquid,4.4,555.1,1482.6
ba3gas4br,orthorhombic,4.4,555.1,655.7
ba3gas4cl,liquid,4.21,579.9,1508.8
ba3gas4cl,orthorhombic,4.21,579.9,643.2
ba3gasb3,liquid,5.11,479.9,994.1
ba3gasb3,orthorhombic,5.11,479.9,557.9
ba3gd2(ps4)4,liquid,3.49,695.4,1222.0
ba3gd2(ps4)4,orthorhombic,3.49,695.4,635.0
ba3gdirruo9,liquid,7.29,338.4,1701.8
ba3gdirruo9,hexagonal,7.29,338.4,845.3
ba3ge2(b3o8)2,liquid,4.51,542.6,1851.7
ba3ge2(b3o8)2,triclinic,4.51,542.6,1073.9
ba3ge4,liquid,5.22,469.6,806.4
ba3ge4,orthorhombic,5.22,469.6,350.7
ba3ge5,liquid,5.45,450.3,797.2
ba3ge5,orthorhombic,5.45,450.3,324.0
ba3gei2,liquid,4.54,538.9,1155.2
ba3gei2,orthorhombic,4.54,538.9,661.5
ba3geo,liquid,5.25,467.5,1197.9
ba3geo,orthorhombic,5.25,467.5,530.6
ba3geo5,liquid,5.88,417.9,1834.1
ba3geo5,tetragonal,5.88,417.9,734.6
ba3ges5,liquid,4.2,581.1,1387.9
ba3ges5,orthorhombic,4.2,581.1,535.3
ba3hf2o7,liquid,7.7,320.4,2189.4
ba3hf2o7,tetragonal,7.7,320.4,1056.5
ba3hfta4o15,liquid,7.79,317.0,2137.2
ba3hfta4o15,monoclinic,7.79,317.0,911.4
ba3ho(bo3)3,liquid,5.33,460.4,2037.4
ba3ho(bo3)3,hexagonal,5.33,460.4,922.0
ba3ho2(ps4)4,liquid,3.55,684.7,1219.8
ba3ho2(ps4)4,orthorhombic,3.55,684.7,661.4
ba3ho2moo9,liquid,6.84,360.2,1995.1
ba3ho2moo9,monoclinic,6.84,360.2,967.1
ba3hoirruo9,liquid,7.5,328.9,1717.5
ba3hoirruo9,hexagonal,7.5,328.9,701.4
ba3horu2o9,liquid,6.85,359.8,1737.4
ba3horu2o9,hexagonal,6.85,359.8,814.9
ba3in(bo3)3,liquid,5.22,470.1,1887.3
ba3in(bo3)3,trigonal,5.22,470.1,1035.7
ba3in2(ho)12,liquid,3.79,643.3,1369.4
ba3in2(ho)12,cubic,3.79,643.3,670.9
ba3in2(po4)4,liquid,4.53,539.9,1867.9
ba3in2(po4)4,monoclinic,4.53,539.9,913.3
ba3in2f12,liquid,5.57,441.1,2156.3
ba3in2f12,tetragonal,5.57,441.1,1211.2
ba3in2moo9,liquid,6.51,378.5,1684.1
ba3in2moo9,trigonal,6.51,378.5,903.2
ba3in2o6,liquid,6.32,389.6,1675.9
ba3in2o6,tetragonal,6.32,389.6,927.9
ba3in2p6(ho3)6,liquid,3.61,674.3,1611.1
ba3in2p6(ho3)6,trigonal,3.61,674.3,930.0
ba3in2wo9,liquid,7.1,347.3,1724.1
ba3in2wo9,orthorhombic,7.1,347.3,901.7
ba3inas3,liquid,5.18,473.3,987.7
ba3inas3,orthorhombic,5.18,473.3,557.1
ba3inir2o9,liquid,7.85,314.6,1516.9
ba3inir2o9,hexagonal,7.85,314.6,643.9
ba3inirruo9,liquid,7.28,338.6,1545.1
ba3inirruo9,hexagonal,7.28,338.6,600.2
ba3inru2o9,liquid,6.63,371.7,1567.9
ba3inru2o9,hexagonal,6.63,371.7,613.6
ba3ir(cn)3,liquid,5.14,476.8,874.9
ba3ir(cn)3,hexagonal,5.14,476.8,339.1
ba3irn3,liquid,6.58,374.1,809.7
ba3irn3,hexagonal,6.58,374.1,383.7
ba3la2c5o15f2,liquid,4.54,538.6,1849.9
ba3la2c5o15f2,monoclinic,4.54,538.6,821.8
ba3lair2o9,liquid,7.52,328.0,1672.6
ba3lair2o9,monoclinic,7.52,328.0,794.3
ba3lairruo9,liquid,6.9,357.1,1693.4
ba3lairruo9,hexagonal,6.9,357.1,818.8
ba3laru2o9,liquid,6.47,380.7,1713.3
ba3laru2o9,hexagonal,6.47,380.7,804.0
ba3liir2o9,liquid,7.48,329.8,1534.1
ba3liir2o9,hexagonal,7.48,329.8,615.9
ba3lios2o9,liquid,7.51,328.3,1614.9
ba3lios2o9,hexagonal,7.51,328.3,802.6
ba3liru2o9,liquid,5.92,415.3,1584.5
ba3liru2o9,hexagonal,5.92,415.3,689.6
ba3lu(bo3)3,liquid,5.5,446.4,2044.5
ba3lu(bo3)3,hexagonal,5.5,446.4,1181.9
ba3lu2moo9,liquid,7.46,330.8,2016.8
ba3lu2moo9,trigonal,7.46,330.8,1111.6
ba3lu4o9,liquid,8.18,301.9,2191.9
ba3lu4o9,trigonal,8.18,301.9,1197.5
ba3luir2o9,liquid,8.61,287.2,1704.4
ba3luir2o9,hexagonal,8.61,287.2,835.9
ba3luirruo9,liquid,7.71,320.1,1727.3
ba3luirruo9,hexagonal,7.71,320.1,696.2
ba3luru2o9,liquid,7.06,349.3,1747.4
ba3luru2o9,hexagonal,7.06,349.3,978.2
ba3mgir2o9,liquid,7.5,328.9,1594.6
ba3mgir2o9,hexagonal,7.5,328.9,711.1
ba3mgnb2o9,liquid,5.94,413.8,2019.7
ba3mgnb2o9,trigonal,5.94,413.8,996.7
ba3mgru2o9,liquid,6.19,397.1,1643.2
ba3mgru2o9,hexagonal,6.19,397.1,642.7
ba3mgsb2o9,liquid,6.12,401.9,1763.9
ba3mgsb2o9,hexagonal,6.12,401.9,1022.3
ba3mgta2o9,liquid,7.37,334.7,2085.9
ba3mgta2o9,trigonal,7.37,334.7,893.2
ba3mgtanbo9,liquid,6.65,370.3,2052.9
ba3mgtanbo9,trigonal,6.65,370.3,968.4
ba3mn2o8,liquid,5.27,465.2,1642.4
ba3mn2o8,trigonal,5.27,465.2,919.0
ba3mnn3,liquid,5.24,468.0,915.0
ba3mnn3,hexagonal,5.24,468.0,413.3
ba3mnnb2o9,liquid,6.02,408.4,1957.4
ba3mnnb2o9,trigonal,6.02,408.4,1071.5
ba3mnsb2o9,liquid,6.16,399.6,1702.8
ba3mnsb2o9,monoclinic,6.16,399.6,843.9
ba3mo2(p2o9)2,liquid,4.09,597.0,1832.9
ba3mo2(p2o9)2,triclinic,4.09,597.0,773.9
ba3mon4,liquid,5.36,457.7,1009.8
ba3mon4,orthorhombic,5.36,457.7,434.6
ba3n,liquid,3.78,644.3,730.2
ba3n,hexagonal,3.78,644.3,301.7
ba3na2cr4f20,liquid,4.02,607.4,2099.7
ba3na2cr4f20,monoclinic,4.02,607.4,1126.2
ba3na3(co3)5,liquid,3.75,649.4,1617.6
ba3na3(co3)5,hexagonal,3.75,649.4,814.7
ba3nabio6,liquid,6.19,397.5,1646.2
ba3nabio6,trigonal,6.19,397.5,839.7
ba3nagd3(si3o10)2,liquid,4.59,532.6,2115.7
ba3nagd3(si3o10)2,orthorhombic,4.59,532.6,1109.6
ba3nair2o9,liquid,7.11,346.5,1518.8
ba3nair2o9,hexagonal,7.11,346.5,722.7
ba3nairo6,liquid,6.55,375.7,1618.3
ba3nairo6,trigonal,6.55,375.7,812.4
ba3nairruo9,liquid,6.46,381.0,1542.9
ba3nairruo9,hexagonal,6.46,381.0,795.4
ba3nan,liquid,3.38,719.1,699.4
